type,juri,role,sop,filename,topic_id
SUICID,SQ,call taker,"['Calls from suicidal people', 'Encourage the suicidal person to talk and listen', 'Make every effort to keep the caller on the line', 'DO NOT put the caller on hold', 'Do not be judgmental or lecturing. ', 'Create a call.', 'Questions:', 'Where are you?', 'Are you alone?', 'What is your name and phone number? ', 'How are you intending on taking you’re life?', 'Have you harmed yourself already, if so:', 'How? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or present? If yes, what type and where is it?', 'Have you tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Try to determine how the caller will feel about police help', 'Notify BCAS.', 'Calls from a third party regarding a suicidal person.', 'Do not call the suicidal party unless advised by a field supervisor.', 'Create a SUICID – Priority 1 call.', 'Questions: ', 'Where is the person? ', 'If location is unknown, see Missing Person SOP.', 'If location is known, create a SUICID – Priority 1 call.', 'Is the person alone?', 'How is the person intending to take their life?', 'Has the person harmed themselves already, if so how? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or is present?', 'What is the name and phone number of suicidal person? ', 'Has the person tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Notify BCAS and enter in remarks ‘BCAS ADVISED’', 'How will the person feel about police help/stressors/history? ', 'Suicidal threats over the internet', 'Create a call using the caller’s location as the address. ', 'Enter in remarks: SUICIDE THREAT OVER THE INTERNET', 'Questions :', 'Do you have any information on the suicidal person such as name, address or city / country they live in?', 'Any indication of how the person is intending to take their life?', 'Has the person mentioned that they have harmed themselves already, if so how (pills, poison, slashed wrists, etc)?', 'Any indication of weapons?', 'Has the person mentioned that they tried to commit suicide in the past, if so what method?', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ']",SQ - SUICID - Suicidal person.docx,0
SUICID,SX,call taker,"['Calls from suicidal people', 'Encourage the suicidal person to talk and listen', 'Make every effort to keep the caller on the line', 'DO NOT put the caller on hold', 'Do not be judgmental or lecturing. ', 'Create a call.', 'Questions:', 'Where are you?', 'Are you alone?', 'What is your name and phone number? ', 'How are you intending on taking you’re life?', 'Have you harmed yourself already, if so:', 'How? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or present? If yes, what type and where is it?', 'Have you tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Try to determine how the caller will feel about police help', 'Notify BCAS.', 'Calls from a third party regarding a suicidal person.', 'Do not call the suicidal party unless advised by a field supervisor.', 'Create a SUICID – Priority 1 call.', 'Questions: ', 'Where is the person? ', 'If location is unknown, see Missing Person SOP.', 'If location is known, create a SUICID – Priority 1 call.', 'Is the person alone?', 'How is the person intending to take their life?', 'Has the person harmed themselves already, if so how? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or is present?', 'What is the name and phone number of suicidal person? ', 'Has the person tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Notify BCAS and enter in remarks ‘BCAS ADVISED’', 'How will the person feel about police help/stressors/history? ', 'Suicidal threats over the internet', 'Create a call using the caller’s location as the address. ', 'Enter in remarks: SUICIDE THREAT OVER THE INTERNET', 'Questions :', 'Do you have any information on the suicidal person such as name, address or city / country they live in?', 'Any indication of how the person is intending to take their life?', 'Has the person mentioned that they have harmed themselves already, if so how (pills, poison, slashed wrists, etc)?', 'Any indication of weapons?', 'Has the person mentioned that they tried to commit suicide in the past, if so what method?', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ']",SX - SUICID - Suicidal person.docx,0
SUICID,UN,call taker,"['Calls from suicidal people', 'Encourage the suicidal person to talk and listen', 'Make every effort to keep the caller on the line', 'DO NOT put the caller on hold', 'Do not be judgmental or lecturing. ', 'Create a call.', 'Questions:', 'Where are you?', 'Are you alone?', 'What is your name and phone number? ', 'How are you intending on taking you’re life?', 'Have you harmed yourself already, if so:', 'How? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or present? If yes, what type and where is it?', 'Have you tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Try to determine how the caller will feel about police help', 'Notify BCAS.', 'Calls from a third party regarding a suicidal person.', 'Do not call the suicidal party unless advised by a field supervisor.', 'Create a SUICID – Priority 1 call.', 'Questions: ', 'Where is the person? ', 'If location is unknown, see Missing Person SOP.', 'If location is known, create a SUICID – Priority 1 call.', 'Is the person alone?', 'How is the person intending to take their life?', 'Has the person harmed themselves already, if so how? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or is present?', 'What is the name and phone number of suicidal person? ', 'Has the person tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Notify BCAS and enter in remarks ‘BCAS ADVISED’', 'How will the person feel about police help/stressors/history? ', 'Suicidal threats over the internet', 'Create a call using the caller’s location as the address. ', 'Enter in remarks: SUICIDE THREAT OVER THE INTERNET', 'Questions :', 'Do you have any information on the suicidal person such as name, address or city / country they live in?', 'Any indication of how the person is intending to take their life?', 'Has the person mentioned that they have harmed themselves already, if so how (pills, poison, slashed wrists, etc)?', 'Any indication of weapons?', 'Has the person mentioned that they tried to commit suicide in the past, if so what method?', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ']",UN - SUICID - Suicidal person.docx,0
SUICID,VA,call taker,"['Calls from suicidal people', 'Encourage the suicidal person to talk and listen', 'Make every effort to keep the caller on the line', 'DO NOT put the caller on hold', 'Do not be judgmental or lecturing. ', 'Create a call', 'CD the call', 'Questions:', 'Where are you?', 'Are you alone?', 'What is your name and phone number? ', 'How are you intending on taking you’re life?', 'Have you harmed yourself already, if so:', 'How? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or present? If yes, what type and where is it?', 'Have you tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Try to determine how the caller will feel about police help', 'Notify BCAS.', 'Calls from a third party regarding a suicidal person.', 'Do not call the suicidal party unless advised by a field supervisor', 'Create a call', 'CD the call', 'Questions: ', 'Where is the person? ', 'If location is unknown, see Missing Person SOP.', 'If location is known, create a SUICID – Priority 1 call.', 'Is the person alone?', 'How is the person intending to take their life?', 'Has the person harmed themselves already, if so how? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or is present?', 'What is the name and phone number of suicidal person? ', 'Has the person tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Notify BCAS and enter in remarks ‘BCAS ADVISED’', 'How will the person feel about police help/stressors/history? ', 'Suicidal threats over the internet', 'Create a call using the caller’s location as the address. ', 'Enter in remarks: SUICIDE THREAT OVER THE INTERNET', 'Questions :', 'Do you have any information on the suicidal person such as name, address or city / country they live in?', 'Any indication of how the person is intending to take their life?', 'Has the person mentioned that they have harmed themselves already, if so how (pills, poison, slashed wrists, etc)?', 'Any indication of weapons?', 'Has the person mentioned that they tried to commit suicide in the past, if so what method?', 'Advise the CD', 'Calls from crisis boxes on the Lions gate', 'Create a call', 'Refer to JUMPER event type if applicable', 'Advise the CD', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ', 'Advise the CD']",VA - SUICID - Suicidal person.docx,0
SUICID,WP,call taker,"['Calls from suicidal people', 'Encourage the suicidal person to talk and listen', 'Make every effort to keep the caller on the line', 'DO NOT put the caller on hold', 'Do not be judgmental or lecturing. ', 'Create a call.', 'Questions:', 'Where are you?', 'Are you alone?', 'What is your name and phone number? ', 'How are you intending on taking you’re life?', 'Have you harmed yourself already, if so:', 'How? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or present? If yes, what type and where is it?', 'Have you tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Try to determine how the caller will feel about police help', 'Notify BCAS.', 'Calls from a third party regarding a suicidal person.', 'Do not call the suicidal party unless advised by a field supervisor.', 'Create a SUICID – Priority 1 call.', 'Questions: ', 'Where is the person? ', 'If location is unknown, see Missing Person SOP.', 'If location is known, create a SUICID – Priority 1 call.', 'Is the person alone?', 'How is the person intending to take their life?', 'Has the person harmed themselves already, if so how? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or is present?', 'What is the name and phone number of suicidal person? ', 'Has the person tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Notify BCAS and enter in remarks ‘BCAS ADVISED’', 'How will the person feel about police help/stressors/history? ', 'Suicidal threats over the internet', 'Create a call using the caller’s location as the address. ', 'Enter in remarks: SUICIDE THREAT OVER THE INTERNET', 'Questions :', 'Do you have any information on the suicidal person such as name, address or city / country they live in?', 'Any indication of how the person is intending to take their life?', 'Has the person mentioned that they have harmed themselves already, if so how (pills, poison, slashed wrists, etc)?', 'Any indication of weapons?', 'Has the person mentioned that they tried to commit suicide in the past, if so what method?', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ']",WP - SUICID - Suicidal person.docx,0
SUICID,WV,call taker,"['Calls from suicidal people', 'Encourage the suicidal person to talk and listen', 'Make every effort to keep the caller on the line', 'DO NOT put the caller on hold', 'Do not be judgmental or lecturing. ', 'Create a call.', 'Questions:', 'Where are you?', 'Are you alone?', 'What is your name and phone number? ', 'How are you intending on taking you’re life?', 'Have you harmed yourself already, if so:', 'How? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or present? If yes, what type and where is it?', 'Have you tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Try to determine how the caller will feel about police help', 'Notify BCAS.', 'Calls from a third party regarding a suicidal person.', 'Do not call the suicidal party unless advised by a field supervisor.', 'Create a SUICID – Priority 1 call.', 'Questions: ', 'Where is the person? ', 'If location is unknown, see Missing Person SOP.', 'If location is known, create a SUICID – Priority 1 call.', 'Is the person alone?', 'How is the person intending to take their life?', 'Has the person harmed themselves already, if so how? (pills, poison, slashed wrists, etc)', 'Has a weapon been used and/or is present?', 'What is the name and phone number of suicidal person? ', 'Has the person tried to commit suicide in the past, if so what method? ', 'What are the current stressors and indicators that have made this person vulnerable, at risk, predisposed or imminent for suicide?', 'Notify BCAS and enter in remarks ‘BCAS ADVISED’', 'How will the person feel about police help/stressors/history? ', 'Suicidal threats over the internet', 'Create a call using the caller’s location as the address. ', 'Enter in remarks: SUICIDE THREAT OVER THE INTERNET', 'Questions :', 'Do you have any information on the suicidal person such as name, address or city / country they live in?', 'Any indication of how the person is intending to take their life?', 'Has the person mentioned that they have harmed themselves already, if so how (pills, poison, slashed wrists, etc)?', 'Any indication of weapons?', 'Has the person mentioned that they tried to commit suicide in the past, if so what method?', 'Calls from crisis boxes on the Lions gate', 'Create a call', 'Refer to JUMPER event type if applicable', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ']",WV - SUICID - Suicidal person.docx,0
SUICID,DFPF,call taker,['Transfer caller to the police of jurisdiction'],DFPF - SUICID - Suicidal person.docx,7
SUICID,AB,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Road NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a Road NCO', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a Road NCO']",AB - SUICID - Suicidal person.docx,1
SUICID,BI,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",BI - SUICID - Suicidal person.docx,1
SUICID,BU,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",BU - SUICID - Suicidal person.docx,1
SUICID,DE,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",DE - SUICID - Suicidal person.docx,1
SUICID,NW,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",NW - SUICID - Suicidal person.docx,1
SUICID,PO,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",PO - SUICID - Suicidal person.docx,1
SUICID,RI,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the ']",RI - SUICID - Suicidal person.docx,1
SUICID,RM,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",RM - SUICID - Suicidal person.docx,1
SUICID,SC,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",SC - SUICID - Suicidal person.docx,1
SUICID,SQ,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO', 'Crisis centre request telephone line trace or IP address search', 'Obtain a direct call back phone number for the Crisis Center staff so they can be contacted quickly. ', 'Initiate a trace, see the Police Call Taker – Traces – Telephone and Internet SOP.']",SQ - SUICID - Suicidal person.docx,1
SUICID,SX,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",SX - SUICID - Suicidal person.docx,1
SUICID,UN,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",UN - SUICID - Suicidal person.docx,1
SUICID,VA,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO', 'Calls from crisis boxes on the Lions gate', 'Assign a member ', 'Assign a Duty NCO']",VA - SUICID - Suicidal person.docx,1
SUICID,WP,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO']",WP - SUICID - Suicidal person.docx,1
SUICID,WV,dispatcher,"['Call from suicidal people', 'Assign a member.', 'Advise a Field Supervisor / Duty NCO', 'Calls from a third party regarding a suicidal person', 'Assign a member and cover units.', 'Advise a field supervisor / Duty NCO.', 'Suicidal threats over the internet', 'Assign a member. ', 'Advise a field supervisor / Duty NCO', 'Calls from crisis boxes on the Lions gate', 'Assign a member ', 'Assign a Duty NCO']",WV - SUICID - Suicidal person.docx,1
SUSPC,AB,call taker,"['In Progress Taking of a Person against their Will', 'Create a call', 'Upgrade to priority 1', 'Attempted child luring / attempted abduction', 'Create a call', 'If time delay is less than 1 hour', 'Upgrade to priority 1', 'If time delay greater than 1 hour', 'Upgrade to priority 2', 'Drone activity in unmonitored airspace ', 'If caller monitors airspace (i.e. air traffic control, NavCanada etc.) or the drone activity is near an airport', 'Refer to the AB-AIREM-Air Emergency event SOP', 'For all other instances', 'Create a call', 'A Very Foul Odor from a Residence or Vehicle', 'Create a call', 'Odd Behaviour or Combination of Events at Public Transit Facilities or Public Areas', 'Create a call', 'Driver Slumped over the Wheel of a Stationary Vehicle', 'Create a call', 'Notify BCAS', 'Package or Letter', 'Create a call', 'Questions:', 'Location of where the package or letter was sent', 'Where is it now', 'Has it been moved?', 'If yes, who moved it and how long ago was it moved?', 'When was it moved?', 'Is there a return address on it?', 'Dimensions?', 'Is there an odor?', 'Advise the caller:', 'Do not move it', ""Do not open, smell or taste it or it's contents"", 'Do not shake or empty the contents', 'Consider upgrading the priority of response depending on the circumstances', 'Recently Abandoned / Dumped Vehicle', 'Create a call', 'Upgrade to priority 2', 'Obtain the direction of travel of the driver first', 'Obtain the direction of travel of other suspects if involved', 'Obtain the description of anyone pursuing the suspect(s)', 'Obtain the vehicle description', 'Obtain the license plate number', 'Query the on CPIC', 'Attach to the event', 'If the license query result is a stolen vehicle', 'Change the event type to the  event type and refer to that SOP', 'Advise the caller to stay away from the scene', 'Advise the caller a dog handler may be attending', 'Determine if anyone else has approached the vehicle', 'Accidental 911 calls from a landline with no doubt caller dialed 911 in error', 'Create a call', 'Downgrade to Priority 4', 'Abandoned 911 landline calls that require further investigation', 'Create a call ', 'No emergency – Abandoned call –if caller is at residence', 'Create a call. Upgrade priority/event type as appropriate', 'Caller reporting a wanted person when no warrant is on CPIC', 'Create a call', 'Bar Watch', 'Create a call', 'Upgrade to priority 2', 'Found Bones', 'Create a call', 'Advise Road NCO']",AB - SUSPC - Suspicious Circumstances.docx,0
SUSPC,BI,call taker,"['In Progress Taking of a Person against their Will', 'Create a call', 'Upgrade to priority 1', 'Attempted child luring / attempted abduction', 'Create a call', 'If time delay is less than 1 hour', 'Upgrade to priority 1', 'If time delay greater than 1 hour', 'Upgrade to priority 2', 'Drone activity in unmonitored airspace ', 'If caller monitors airspace (i.e. air traffic control, NavCanada etc.) or the drone activity is near an airport', 'Refer to the  event SOP', 'For all other instances', 'Create a call', 'A Very Foul Odor from a Residence or Vehicle', 'Create a call', 'Odd Behaviour or Combination of Events at Public Transit Facilities or Public Areas', 'Create a call', 'Driver Slumped over the Wheel of a Stationary Vehicle', 'Create a call', 'Notify BCAS', 'Package or Letter', 'Create a call', 'Questions:', 'Location of where the package or letter was sent', 'Where is it now', 'Has it been moved?', 'If yes, who moved it and how long ago was it moved?', 'When was it moved?', 'Is there a return address on it?', 'Dimensions?', 'Is there an odor?', 'Advise the caller:', 'Do not move it', 'Do not open, smell or taste it or its contents', 'Do not shake or empty the contents', 'Consider upgrading the priority of response depending on the circumstances', 'Recently Abandoned / Dumped Vehicle', 'Create a call', 'Upgrade to priority 2', 'Obtain the direction of travel of the driver first', 'Obtain the direction of travel of other suspects if involved', 'Obtain the description of anyone pursuing the suspect(s)', 'Obtain the vehicle description', 'Obtain the license plate number', 'Query the on CPIC', 'Attach to the event', 'If the license query result is a stolen vehicle', 'Change the call type to the RECVEH – Recovered Vehicle event type and refer to that SOP', 'Advise the caller to stay away from the scene', 'Advise the caller a dog handler may be attending', 'Determine if anyone else has approached the vehicle', 'Accidental 911 landline calls with no doubt caller dialed 911 in error', 'Create a call ', 'Downgrade to Priority 4', 'Abandoned 911 landline calls that require further investigation', 'Create a call ', 'Caller reporting a wanted person when no warrant is on CPIC', 'Create a call']",BI - SUSPC - Suspicious Circumstances.docx,0
SUSPC,BU,call taker,"['In Progress Taking of a Person against their Will', 'Create a call', 'Upgrade to priority 1', 'Attempted child luring / attempted abduction', 'Create a call', 'If time delay is less than 1 hour', 'Upgrade to priority 1', 'If time delay greater than 1 hour', 'Upgrade to priority 2', 'Drone activity in unmonitored airspace ', 'If caller monitors airspace (i.e. air traffic control, NavCanada etc.) or the drone activity is near an airport', 'Refer to the  event SOP', 'For all other instances', 'Create a call', 'A Very Foul Odor from a Residence or Vehicle', 'Create a call', 'Odd Behaviour or Combination of Events at Public Transit Facilities or Public Areas', 'Create a call', 'Driver Slumped over the Wheel of a Stationary Vehicle', 'Create a call', 'Notify BCAS', 'Package or Letter', 'Create a call', 'Questions:', 'Location of where the package or letter was sent', 'Where is it now', 'Has it been moved?', 'If yes, who moved it and how long ago was it moved?', 'When was it moved?', 'Is there a return address on it?', 'Dimensions?', 'Is there an odor?', 'Advise the caller:', 'Do not move it', 'Do not open, smell or taste it or its contents', 'Do not shake or empty the contents', 'Consider upgrading the priority of response depending on the circumstances', 'Recently Abandoned / Dumped Vehicle', 'Create a call', 'Upgrade to priority 2', 'Obtain the direction of travel of the driver first', 'Obtain the direction of travel of other suspects if involved', 'Obtain the description of anyone pursuing the suspect(s)', 'Obtain the vehicle description', 'Obtain the license plate number', 'Query the on CPIC', 'Attach to the event', 'If the license query result is a stolen vehicle', 'Change the call type to the RECVEH – Recovered Vehicle event type and refer to that SOP', 'Advise the caller to stay away from the scene', 'Advise the caller a dog handler may be attending', 'Determine if anyone else has approached the vehicle', 'Accidental 911 calls from a landline with no doubt caller dialed 911 in error', 'Create a call ', 'Upgrade to a Priority 2', 'Abandoned 911 landline calls that require further investigation', 'Create a call', 'Upgrade to a Priority 2', 'No emergency – Abandoned call – if caller is at residence', 'Create a call.  Upgrade priority/event type as appropriate', 'Caller reporting a wanted person when no warrant is on CPIC', 'Create a call']",BU - SUSPC - Suspicious Circumstances.docx,0
SUSPC,DE,call taker,"['In Progress Taking of a Person against their Will', 'Create a call', 'Upgrade to priority 1', 'Attempted child luring / attempted abduction', 'Create a call', 'If time delay is less than 1 hour', 'Upgrade to priority 1', 'If time delay greater than 1 hour', 'Upgrade to priority 2', 'Drone activity in unmonitored airspace ', 'If caller monitors airspace (i.e. air traffic control, NavCanada etc.) or the drone activity is near an airport', 'Refer to the  event SOP', 'For all other instances', 'Create a call', 'A Very Foul Odor from a Residence or Vehicle', 'Create a call', 'Odd Behaviour or Combination of Events at Public Transit Facilities or Public Areas', 'Create a call', 'Driver Slumped over the Wheel of a Stationary Vehicle', 'Create a call', 'Notify BCAS', 'Package or Letter', 'Create a call', 'Questions:', 'Location of where the package or letter was sent', 'Where is it now', 'Has it been moved?', 'If yes, who moved it and how long ago was it moved?', 'When was it moved?', 'Is there a return address on it?', 'Dimensions?', 'Is there an odor?', 'Advise the caller:', 'Do not move it', ""Do not open, smell or taste it or it's contents"", 'Do not shake or empty the contents', 'Consider upgrading the priority of response depending on the circumstances', 'Recently Abandoned / Dumped Vehicle', 'Create a call', 'Upgrade to priority 2', 'Obtain the direction of travel of the driver first', 'Obtain the direction of travel of other suspects if involved', 'Obtain the description of anyone pursuing the suspect(s)', 'Obtain the vehicle description', 'Obtain the license plate number', 'Query the on CPIC', 'Attach to the event', 'If the license query result is a stolen vehicle', 'Change the event type to the RECVEH – Recovered Vehicle event type and refer to that SOP', 'Advise the caller to stay away from the scene', 'Advise the caller a dog handler may be attending', 'Determine if anyone else has approached the vehicle', 'Accidental 911 calls from a landline with no doubt caller dialed 911 in error', 'Create a call', 'Downgrade to Priority 4', 'Abandoned 911 landline calls that require further investigation', 'Create a call ', 'No Emergency – Abandoned call – if caller is at residence', 'Create a call. Upgrade priority/event type as appropriate', 'Caller reporting a wanted person when no warrant is on CPIC', 'Create a call']",DE - SUSPC - Suspicious Circumstances.docx,0
SUSPC,DFPF,call taker,"['In Progress Taking of a Person against their Will', 'Transfer caller to Police of Jurisdiction', 'Attempted child luring / attempted abduction', 'Transfer caller to Police of Jurisdiction', 'A Very Foul Odor from a Vehicle', 'Create a call', 'Driver Slumped over the Wheel of a Stationary Vehicle', 'Create a call', 'Notify BCAS', 'Recently Abandoned / Dumped Vehicle', 'Create a call', 'Upgrade to priority 2', 'Obtain the direction of travel of the driver first', 'Obtain the direction of travel of other suspects if involved', 'Obtain the description of anyone pursuing the suspect(s)', 'Obtain the vehicle description', 'Obtain the license plate number', 'Query the on CPIC', 'Attach to the event', 'If the license query result is a stolen vehicle', 'Change the call type to the RECVEH – Recovered Vehicle event type and refer to that SOP', 'Advise the caller to stay away from the scene', 'Advise the caller a dog handler may be attending', 'Determine if anyone else has approached the vehicle']",DFPF - SUSPC - Suspicious Circumstances.docx,0
SUSPC,NW,call taker,"['In Progress Taking of a Person against their Will', 'Create a call', 'Upgrade to priority 1', 'Attempted child luring / attempted abduction', 'Create a call', 'If time delay is less than 1 hour', 'Upgrade to priority 1', 'If time delay greater than 1 hour', 'Upgrade to priority 2', 'Drone activity in unmonitored airspace ', 'If caller monitors airspace (i.e. air traffic control, NavCanada etc.) or the drone activity is near an airport', 'Refer to the  event SOP', 'For all other instances', 'Create a call', 'A Very Foul Odor from a Residence or Vehicle', 'Create a call', 'Odd Behaviour or Combination of Events at Public Transit Facilities or Public Areas', 'Create a call', 'Driver Slumped over the Wheel of a Stationary Vehicle', 'Create a call', 'Notify BCAS', 'Package or Letter', 'Create a call', 'Questions:', 'Location of where the package or letter was sent', 'Where is it now', 'Has it been moved?', 'If yes, who moved it and how long ago was it moved?', 'When was it moved?', 'Is there a return address on it?', 'Dimensions?', 'Is there an odor?', 'Advise the caller:', 'Do not move it', 'Do not open, smell or taste it or its contents', 'Do not shake or empty the contents', 'Consider upgrading the priority of response depending on the circumstances', 'Recently Abandoned / Dumped Vehicle', 'Create a call', 'Upgrade to priority 2', 'Obtain the direction of travel of the driver first', 'Obtain the direction of travel of other suspects if involved', 'Obtain the description of anyone pursuing the suspect(s)', 'Obtain the vehicle description', 'Obtain the license plate number', 'Query the on CPIC', 'Attach to the event', 'If the license query result is a stolen vehicle', 'Change the call type to the RECVEH – Recovered Vehicle event type and refer to that SOP', 'Advise the caller to stay away from the scene', 'Advise the caller a dog handler may be attending', 'Determine if anyone else has approached the vehicle', 'Accidental 911 calls from a landline with no doubt caller dialed 911 in error', 'Create a call ', 'Downgrade to Priority 4', 'Abandoned 911 landline calls that require further investigation', 'Create a call ', 'Caller reporting a wanted person when no warrant is on CPIC', 'Create a call']",NW - SUSPC - Suspicious Circumstances.docx,0
